	Locustag	Gene	Description	FeatureType	1276	1968	1970	983
963	DN756_05390		phosphatidate cytidylyltransferase	CDS	339.8866569855327	357.63847070944803	322.2498465769607	369.0193941300397
964	DN756_05395		protease RseP	CDS	641.431214481425	770.808457076174	664.6033269134817	775.5515695894755
965	DN756_05400	bamA	outer membrane protein assembly factor BamA	CDS	1483.8727306338633	1849.52762646484	1419.4974619569266	1861.9616838299764
966	DN756_05405		molecular chaperone Skp	CDS	623.8544374759363	708.3163789709697	563.4054892948907	696.0293560596864
967	DN756_05410	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	CDS	811.0957477650123	977.6254309506136	799.7887393227073	809.9394994629747
968	DN756_05415		beta-hydroxyacyl-ACP dehydratase	CDS	343.4844971252907	418.8325012815894	366.0089510381543	379.86356503485996
969	DN756_05420		acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	CDS	361.1038217027727	522.3204759031323	399.847164213408	450.9537592739907
970	DN756_05425		lipid-A-disaccharide synthase	CDS	151.85246254351134	228.981173979108	164.56450761321233	193.12709306929
971	DN756_05430		ribonuclease HII	CDS	97.39714828322717	115.55431490583533	82.03025524593288	88.768769509873
972	DN756_05435		DNA polymerase III subunit alpha	CDS	545.0778111504746	720.4043723929609	520.8119577231794	588.9570299389151
973	DN756_05440	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha	CDS	239.653755231821	320.997675750278	276.3277941910007	256.6832934313223
974	DN756_05445		VOC family protein	CDS	36.199288578028565	41.692641183768366	30.5772385112235	38.310650973724734
975	DN756_05450	tilS	tRNA lysidine(34) synthetase TilS	CDS	93.05846945714863	108.72789973064165	85.03781470855627	102.54487256662941
976	DN756_05455		cytochrome c	CDS	17.3786873922535	17.574641579046798	16.592996914398736	18.46391769852367
977	DN756_05460		Rho-binding antiterminator	CDS	70.5063105239703	56.61047369716059	53.372625845010965	63.98145935087249
978	DN756_05465		YaeP family protein	CDS	61.6014299759669	61.189758617888764	48.22391105147967	69.12779017349719
979	DN756_05470		YaeQ family protein	CDS	20.426038708967734	20.309066408507533	21.045689076179066	18.890714160782668
980	DN756_05475		aminoacyl-tRNA hydrolase	CDS	19.8655362558437	8.913254011970727	11.2990763785755	9.617761146701886
981	DN756_05480	nlpE	copper homeostasis/adhesion lipoprotein NlpE	CDS	69.95088679911207	60.88819335066697	70.36985409237464	57.259326852100834
982	DN756_05485	proS	proline--tRNA ligase	CDS	218.01208383269235	229.514725906978	229.96146934095268	257.4700455357417
983	DN756_05490	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	CDS	55.8580284294735	51.39827074691497	59.31811303202917	52.916921952104424
984	DN756_05495	rcsF	Rcs stress response system protein RcsF	CDS	39.784597084786164	33.90297359389964	37.964614152324906	38.240009360432936
985	DN756_05500		methionine ABC transporter substrate-binding protein MetQ	CDS	72.53349778311707	89.40971651088269	76.59602327823836	79.48251406956884
986	DN756_05505	metI	D-methionine ABC transporter permease MetI	CDS	14.448055663100567	18.371096766211135	15.095101748637267	16.18727713854233
987	DN756_05510	metN	D-methionine ABC transporter, ATP-binding protein	CDS	41.0448660783155	41.661442903871	41.32904971728857	41.15090579411254
988	DN756_05515		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	CDS	100.94385426059493	102.38639346432642	112.39070330464865	96.71760597585516
989	DN756_05550	dkgB	2,5-didehydrogluconate reductase DkgB	CDS	36.759829848541436	43.63723666861023	32.124789459619	37.1268701669238
990	DN756_05555		hypothetical protein	CDS	0.4713961089625343	0.8248980123177803	0.42586703636439366	0.7458132704779125
991	DN756_05560		hypothetical protein	CDS	2.30547170301003	3.418378608963067	2.0523641865610265	2.8158080695808665
992	DN756_05565		endonuclease/exonuclease/phosphatase family protein	CDS	249.85718683317964	181.73268287184464	199.72642626564433	155.97013612141498
993	DN756_05570		murein transglycosylase D	CDS	270.626371787399	601.8237892848564	367.951198371298	574.2256394760697
994	DN756_05575	gloB	hydroxyacylglutathione hydrolase	CDS	32.35945162829183	30.174644207399467	31.6358471980117	34.72431355613707
995	DN756_05580		class I SAM-dependent methyltransferase	CDS	54.4398764709093	53.57666708328457	57.39039535926543	54.28049709390717
996	DN756_05585		ribonuclease HI	CDS	55.707830534030336	42.63820311236643	46.136842924834205	51.229511247327274
997	DN756_05590		DNA polymerase III subunit epsilon	CDS	119.59988929669566	122.95589393208434	120.27833280962334	125.51724405935732
998	DN756_05600		NCS1 family nucleobase:cation symporter-1	CDS	10.737278538975565	7.80208216175486	10.8877183781614	8.510808157351766
999	DN756_05605	puuE	allantoinase PuuE	CDS	172.90354617245302	142.379793505728	208.11350427947366	148.35143412607735
1000	DN756_05610	proX	proline/glycine betaine ABC transporter substrate-binding protein ProX	CDS	70.71447796212253	78.7865500599687	73.84250072025164	76.93227993068817
1001	DN756_05615	proW	proline/glycine betaine ABC transporter permease ProW	CDS	95.43386171042387	111.14480204247793	107.93881236530933	117.62964488671567
1002	DN756_05620	proV	proline/glycine betaine ABC transporter ATP-binding protein ProV	CDS	81.20788190788289	100.8885507450688	119.32102661587756	105.778477649366
1003	DN756_05625	nrdF	class 1b ribonucleoside-diphosphate reductase subunit beta	CDS	5.020591093794789	5.492915694177693	7.64915678383976	5.1805639236153835
1004	DN756_05630	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	CDS	14.863578512464434	9.670778873527507	17.963856867436935	10.7512274162019
1005	DN756_05635	nrdI	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	CDS	1.5536481403553832	0.5105532801434213	1.6124656690354902	0.8174441766125371
1006	DN756_05640		redoxin NrdH	CDS	1.8681129087422799	0.9430956701495347	2.8597080189546795	0.9585707278565089
1007	DN756_05645		acid-shock protein	CDS	0.5418791998155527	0.31357767496598665	0.3216915301264337	0.507997890816455
1008	DN756_05655		DUF1198 domain-containing protein	CDS	4.812757374207004	7.568992387060639	8.295676292714026	8.667047773438526
1009	DN756_05660		MbeD/MobD like protein	CDS	17.106244284883534	16.041616424898333	19.4660909291712	21.10121481252123
1010	DN756_05665		cold-shock protein CspB	CDS	25.894690778653366	95.95563183637837	37.7807134001595	46.37408532036964
1011	DN756_05670		ABC transporter substrate-binding protein	CDS	318.05360215653803	480.20236575301965	378.232881961575	403.36660668468835
1012	DN756_05675		ABC transporter permease	CDS	62.4117417781349	99.76253539582227	77.15811684963063	85.7715722944318
1013	DN756_05680		ABC transporter permease	CDS	41.61025310455813	67.0326944032967	44.719174341902665	58.8673886618193
1014	DN756_05685		ATP-binding cassette domain-containing protein	CDS	51.757447705792835	75.35970412591111	54.555788143522165	68.99148607603597
1015	DN756_05690		ABC transporter ATP-binding protein	CDS	13.0526999124882	20.270465874206636	16.2953259564201	19.169242932169535
1016	DN756_05695		urease subunit gamma	CDS	127.25241266752833	347.27131656717864	208.24615869517967	166.8968338164133
1017	DN756_05700		urease subunit beta	CDS	212.693095739693	638.988491412052	357.8357712146257	310.0193241306247
1018	DN756_05705		urease subunit alpha	CDS	914.1161568484607	3095.80079528694	1377.2392667039032	1426.3962975786199
1019	DN756_05710	ureE	urease accessory protein UreE	CDS	203.79203787985	631.1427109766199	320.1607272162963	294.10014966041234
1020	DN756_05715		urease accessory protein UreF	CDS	119.80198829399332	349.83759602015033	184.25374220655235	170.255938597542
1021	DN756_05720	ureG	urease accessory protein UreG	CDS	70.2332897866127	189.03390932335932	104.87081992506099	91.90551959691373
1022	DN756_05725		urease accessory protein UreD	CDS	104.481036505985	328.721467777941	150.60958212386632	145.45713649322735
1023	DN756_05730	yut	urea transporter	CDS	89.4209099196169	232.99982548477365	119.48064128212799	114.28569510050289
1024	DN756_05735		HoxN/HupN/NixA family nickel/cobalt transporter	CDS	26.247563113604233	65.80894954486315	36.76453286560294	36.668705480469
1025	DN756_05740	hdeB	acid-activated periplasmic chaperone HdeB	CDS	530.9966216562867	1066.6733426699955	572.2034698408603	789.540129663671
1026	DN756_05750		voltage-gated potassium channel protein	CDS	68.60205330357768	136.00342965950566	82.61864854011033	91.36162698180487
1027	DN756_05755		fluoride ion transporter CrcB	CDS	15.7765467928677	36.52555983495313	26.126668233203002	20.4717470704258
1028	DN756_05760	crcB	fluoride efflux transporter CrcB	CDS	14.416872134929667	26.443745869056368	17.266837544418767	15.623093724055636
1029	DN756_05770		PTS sugar transporter subunit IIB	CDS	12.014717595104864	13.980957197710467	10.481443569656697	15.3750106964649
1030	DN756_05775		PTS N,N'-diacetylchitobiose transporter subunit IIC	CDS	79.04793944759797	86.41323783157748	64.33370712354166	82.9095636567772
1031	DN756_05780		PTS N,N'-diacetylchitobiose transporter subunit IIA	CDS	16.5262668923415	15.3042381809379	16.651852080216496	15.6951829999987
1032	DN756_05785	chbR	transcriptional regulator ChbR	CDS	33.264716832666835	34.5205032965956	33.23458970872223	34.386549127548236
1033	DN756_05790		chitooligosaccharide deacetylase	CDS	50.808028544417276	54.34047005906053	54.778730053927326	44.23537607164874
1034	DN756_05795		hypothetical protein	CDS	1.6275964728158065	0.9157933776408621	0.921914335667692	1.4384834907953856
1035	DN756_05800		hypothetical protein	CDS	25.686846961958565	22.7988216004596	27.528222880542298	25.653550524147295
1036	DN756_05805		hypothetical protein	CDS	2.0690247837040117	1.5596132807051966	1.0737772514986204	2.2089383311433104
1037	DN756_05810	seqA	replication initiation negative regulator SeqA	CDS	258.11959911933803	202.37222272964368	226.02308913749835	233.39751452043302
1038	DN756_05815		alpha-D-glucose phosphate-specific phosphoglucomutase	CDS	672.949614195836	622.010357875905	760.3514603884	715.575694269496
1039	DN756_05820		hypothetical protein	CDS	1.33948894182499	0.7572300244868764	0.8498420295663633	1.2421416544591504
1040	DN756_05825		EamA family transporter	CDS	8.271118886381657	5.93491801983973	8.25391863531902	7.36524076068858
1041	DN756_05830	kdpE	two-component system response regulator KdpE	CDS	49.099377758055304	35.5030762894596	49.000964868241596	35.443328987021864
1042	DN756_05835	kdbD	two-component system sensor histidine kinase KdbD	CDS	48.662649883825964	45.597652555568864	39.35417098132756	44.73034840046936
1043	DN756_05840	kdpC	potassium-transporting ATPase subunit KdpC	CDS	14.113405178600601	12.251553150335234	11.584721128984038	12.589365730476167
1044	DN756_05845		potassium-transporting ATPase subunit B	CDS	26.1242072147446	29.5282686558342	23.540759503677666	24.941036392695036
1045	DN756_05850		potassium-transporting ATPase A chain	CDS	14.361900239297066	15.3255579685769	14.303002810832732	12.849112524119334
1046	DN756_05865		DUF2517 family protein	CDS	24.8741612526821	20.950277771814466	21.193283140978266	22.46120315697523
1047	DN756_05875		DUF1722 domain-containing protein	CDS	54.4854956784609	41.50815097875317	52.527607402105566	48.42732460810924
1048	DN756_05880		deoxyribodipyrimidine photo-lyase	CDS	185.86073494349898	195.93287758581002	171.48295555077365	208.60112839810867
1049	DN756_05885		3',5'-cyclic-nucleotide phosphodiesterase	CDS	184.93829176719464	200.72948423290936	169.3380586402093	215.79646605975802
1050	DN756_05890		type 2 GTP cyclohydrolase I	CDS	126.65346153015332	135.912600019147	131.69462108812968	153.98576417228298
1051	DN756_05895	pxpB	5-oxoprolinase subunit PxpB	CDS	87.36272461475623	108.11270475677168	106.18609809942593	100.6357030361312
1052	DN756_05900		biotin-dependent carboxyltransferase family protein	CDS	96.12208958501766	114.93056312952399	113.09224004385133	100.95417365340045
1053	DN756_05905		LamB/YcsF family protein	CDS	58.33061080736517	58.893701406570834	56.21114602472314	54.07106666948167
1054	DN756_05910		DUF969 domain-containing protein	CDS	47.585981646621406	48.391315553658806	52.36596152779083	44.85171702980279
1055	DN756_05915		DUF979 domain-containing protein	CDS	70.23856992851567	70.44926431463163	82.02506510853253	71.10401064626636
1056	DN756_05920	pcp	pyroglutamyl-peptidase I	CDS	67.69859727794615	67.2991234111849	73.30642240494039	64.38693557062562
1057	DN756_05925		uracil-DNA glycosylase	CDS	159.321115722526	142.27723399844967	169.18008998074734	135.052522317322
1058	DN756_05930	grcA	autonomous glycyl radical cofactor GrcA	CDS	1750.6289935246566	935.3551498993835	1608.8783133011766	885.1609129755161
1059	DN756_05935		DUF2974 domain-containing protein	CDS	15.095650916867399	10.709674899410667	14.251784937625601	11.636795914848031
1060	DN756_05940		hypothetical protein	CDS	12.219989624828765	11.354966670985698	12.5194785418782	12.740922258449167
1061	DN756_05945	srmB	ATP-dependent RNA helicase SrmB	CDS	390.6713961351943	522.1163194404606	425.64220752462234	506.3700510250207
1062	DN756_05950		tRNA1(Val) (adenine(37)-N6)-methyltransferase	CDS	54.36456989379704	48.41569962143897	46.53037814784457	51.56362581728007
1063	DN756_05955		L-aspartate oxidase	CDS	421.5086517791163	386.0788384291653	409.6536381303743	400.066859984309
1064	DN756_05960	rpoE	RNA polymerase sigma factor RpoE	CDS	590.2892086793913	336.23222876984966	405.8874775405397	415.0815655859663
1065	DN756_05965	rseA	anti-sigma-E factor RseA	CDS	2784.30558355378	1247.98746146184	1940.2623020789867	1596.6625462291533
1066	DN756_05970	rseB	sigma-E factor regulatory protein RseB	CDS	1090.88595381279	557.8026282238687	922.395497483839	723.5799788947103
1067	DN756_05975	rseC	SoxR-reducing system protein RseC	CDS	101.22919500768752	48.514095300882296	96.40916614599593	69.34182343759487
1068	DN756_05980		hypothetical protein	CDS	0.8159819038242054	0.5846051647063484	0.9292242044677664	0.5149002747467013
1069	DN756_05985		elongation factor 4	CDS	543.349000383042	595.648640696474	592.925155239922	662.4984685489463
1070	DN756_05990		signal peptidase I	CDS	273.38382250628297	347.2040445923183	255.05722660034863	346.8310357424784
1071	DN756_05995		ribonuclease III	CDS	348.0199225900763	372.900879284166	318.9858283663834	355.092536662177
1072	DN756_06000		GTPase Era	CDS	366.96527735348997	477.9477441430466	384.1432230985087	443.5842672032263
1073	DN756_06005	recO	DNA repair protein RecO	CDS	60.91806378828314	77.71934119399577	61.40488810663519	66.10045464951143
1074	DN756_06010		pyridoxine 5'-phosphate synthase	CDS	263.5124307407463	213.18289594559766	270.9041166395797	205.76944719940767
1075	DN756_06015		holo-ACP synthase	CDS	54.51048053610623	47.08859270681936	66.11718044852951	42.48921870263077
1076	DN756_06020		YfhL family 4Fe-4S dicluster ferredoxin	CDS	95.68654058623143	90.10108097963564	92.8061717913222	100.41529839845983
1077	DN756_06025		MurR/RpiR family transcriptional regulator	CDS	14.743844000649199	13.055656486408866	14.5267488488763	13.0957077387736
1078	DN756_06030	murQ	N-acetylmuramic acid 6-phosphate etherase	CDS	47.22343446065043	50.3274887945722	50.116067560193734	45.11594443247473
1079	DN756_06035	yfhb	phosphatidylglycerophosphatase C	CDS	66.19432495415056	74.2837176251159	73.76759690862497	69.10841611373627
1080	DN756_06040	tadA	tRNA adenosine(34) deaminase TadA	CDS	29.81809627582257	35.0522271325527	30.487726853053363	34.5010879261773
1081	DN756_06045	mltF	membrane-bound lytic murein transglycosylase MltF	CDS	68.2402109136061	57.141508107178964	62.91106482297064	69.08973539313203
1082	DN756_06050		phosphoribosylformylglycinamidine synthase	CDS	599.7853541601538	919.4686065433516	554.824154732808	1173.5249810678733
1083	DN756_06070		sensor histidine kinase	CDS	81.41049088497634	72.12914460590945	69.62124666326987	96.26496090388326
1084	DN756_06075	qseG	two-component system QseEF-associated lipoprotein QseG	CDS	177.08091964727	176.70777044717298	169.80397962373365	199.98583717116233
1085	DN756_06080	glrR	two-component system response regulator GlrR	CDS	290.04331660395	332.44188232970504	274.36901749957536	337.86202665725267
1086	DN756_06085		NAD+ synthase	CDS	275.21125960125465	322.067321091603	269.99887495334866	335.0427310578357
1087	DN756_06090		nitrogen regulatory protein P-II	CDS	27.65556763432433	34.21980546313773	31.345437317226565	33.89844669239463
1088	DN756_06095		hypothetical protein	CDS	13.74154849749232	9.241377085190196	6.863193730736076	7.303548971211346
1089	DN756_06100		flavohemoprotein	CDS	35.16974019506167	36.12670131734884	35.5586253184151	38.496408112425264
1090	DN756_06105		serine hydroxymethyltransferase	CDS	855.4857710791013	1096.0202381328202	842.7700054712562	1113.7104503354533
1091	DN756_06110		hypothetical protein	CDS	2.056219868159203	2.9958850564730732	2.953419408195593	3.86200323141882
1092	DN756_06115		attachment protein	CDS	5824.157260438944	4757.2543337262905	3964.54763380142	6971.47517452477
1093	DN756_06120		3-phenylpropionate MFS transporter	CDS	62.56622802763567	48.61487610898027	74.99756192851063	41.43128526708147
1094	DN756_06125	csiE	stationary phase inducible protein CsiE	CDS	54.67030279703433	54.60557960667614	47.2330498182367	56.68790299527959
1095	DN756_06130		DUF1007 family protein	CDS	37.797804985854334	26.290847613004768	39.37207945088783	26.875890284867268
1096	DN756_06135		nickel/cobalt transporter	CDS	48.684344885213896	41.5410647048282	59.937605699177105	41.99450418377287
1097	DN756_06140		inositol-1-monophosphatase	CDS	122.22492822434732	319.7933497858633	112.71460471108917	236.30390902096565
1098	DN756_06145	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	CDS	546.2086443611853	499.61749158030494	500.641067109281	478.0060789100873
1099	DN756_06150		Fe-S cluster assembly transcriptional regulator IscR	CDS	192.076490752645	189.16443944325235	192.19840480510467	189.53565237269768
1100	DN756_06155		IscS subfamily cysteine desulfurase	CDS	646.5764496557204	713.68316197895	699.8913365112027	647.721641091076
1101	DN756_06160	iscU	Fe-S cluster assembly scaffold IscU	CDS	279.44821913499703	322.81703990276065	279.29445997967434	309.52518281416434
1102	DN756_06165		iron-sulfur cluster assembly accessory protein	CDS	115.32928022023468	122.91264125239532	100.42403971590305	102.75569907398433
1103	DN756_06170		hypothetical protein	CDS	17.680363793013935	17.248039316902066	18.868188929974966	16.4190075711841
1104	DN756_06175		co-chaperone protein HscB	CDS	126.21282746481067	116.54842437242966	119.09388114422434	113.28916898231033
1105	DN756_06180	hscA	Fe-S protein assembly chaperone HscA	CDS	325.176104464311	414.03565461557537	339.32389951878434	405.27899831023234
1106	DN756_06185	fdx	ISC system 2Fe-2S type ferredoxin	CDS	16.417225923560633	24.428549645865363	15.620621817497167	22.267594404464266
1107	DN756_06190	iscX	Fe-S cluster assembly protein IscX	CDS	23.312562591100402	30.212868949425133	21.199746449489698	25.352297696915667
1108	DN756_06195		peptidase B	CDS	279.0392614129653	279.7078215945407	250.698599864912	265.32267799543433
1109	DN756_06200	sseB	enhanced serine sensitivity protein SseB	CDS	55.107804105857326	67.3576466415826	55.50130487781296	62.64965156333034
1110	DN756_06205		gluconate 5-dehydrogenase	CDS	3.54781313052588	3.416666339198143	2.8397442568167666	3.6781063214327365
1111	DN756_06210		autotransporter outer membrane beta-barrel domain-containing protein	CDS	4.30460903228533	2.9263888894351333	3.601292722779873	3.961629489857047
1112	DN756_06215		autotransporter outer membrane beta-barrel domain-containing protein	CDS	1.3266847555393266	1.524625568211593	2.146590031141056	0.664231766120504
1113	DN756_06225		exotoxin	CDS	5.681296261389041	5.8287210982636495	7.090357001965198	5.60774998880667
1114	DN756_06230		nucleoside-diphosphate kinase	CDS	657.5008277726497	474.51426747088334	638.0342452934293	449.8971705697466
1115	DN756_06235	rlmN	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	CDS	408.612999042632	526.7547307165913	473.19595656045703	533.8546425731264
1116	DN756_06240	pilW	type IV pilus biogenesis/stability protein PilW	CDS	159.43766564628967	180.50580996987	146.972793298439	178.45558173513032
1117	DN756_06245	rodZ	cytoskeleton protein RodZ	CDS	375.44684033877735	411.8827105746234	326.905175117381	375.517515929688
1118	DN756_06250		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	CDS	461.332279553696	567.2919032386075	471.9290081296694	470.374374228562
1119	DN756_06255		histidine--tRNA ligase	CDS	597.327640873483	637.6607887594156	598.4281801440353	620.3251151596061
1120	DN756_06260		hypothetical protein	CDS	346.85301712756365	380.62097260609266	348.0893829236433	367.50251854676503
1121	DN756_06265	bamB	outer membrane protein assembly factor BamB	CDS	436.0998248022247	515.8547104263437	444.84745194424164	479.7884593248303
1122	DN756_06270	der	ribosome biogenesis GTPase Der	CDS	463.88693033655164	530.6250339751273	465.776439271109	538.3288001359887
1123	DN756_06275		AEC family transporter	CDS	42.952724604059505	37.498307999094834	37.226301608264265	40.810436950418136
1124	DN756_06280		primosomal protein N' (replication factor Y) - superfamily II helicase	CDS	25.423585307832568	20.0201957896348	22.11438060698953	20.008603254848698
1125	DN756_06285		exodeoxyribonuclease VII large subunit	CDS	270.98644668873465	159.39517458576935	264.8215551298653	176.64833043462866
1126	DN756_06290	guaB	IMP dehydrogenase	CDS	1026.9572810345867	1071.947179973356	949.7354768120467	1257.06766996847
1127	DN756_06295		GMP synthase (glutamine-hydrolyzing)	CDS	727.2829229710027	881.7002241449917	555.1404648874089	919.4947412686153
1128	DN756_06300		Hcp family type VI secretion system effector	CDS	1.1119220112550254	2.428363001501513	1.7837040905653267	1.7959103601319069
1129	DN756_06305		DUF1240 domain-containing protein	CDS	0.603024075249457	0.5891530721409249	0.8508434019724923	0.653885824182692
1130	DN756_06310		DUF1240 domain-containing protein	CDS	0.8340562474268203	1.6170542756718067	0.8136939104764647	0.8580162482359087
1131	DN756_06315		DUF1240 domain-containing protein	CDS	0.92788383919941	1.022818830051767	1.2385595744347266	1.1868996198863702
1132	DN756_06320		DUF1240 domain-containing protein	CDS	2.5408719392791466	3.371102360954687	3.162252656599603	2.4941861489627466
1133	DN756_06325		hypothetical protein	CDS	10.3399825323556	10.014323361134439	14.028486763738934	7.35224768895599
1134	DN756_06330		hypothetical protein	CDS	5.331889897304727	4.65696919597159	5.831130026164793	5.9832330937894165
1135	DN756_06335		IS6 family transposase	CDS	79.27229660360909	33.13499146515357	51.510344558144	35.72293878125857
1136	DN756_06340		hypothetical protein	CDS	62.66925204953123	77.15186513999276	65.33356881738314	73.87795935593947
1137	DN756_06345		IS1 family transposase	CDS	0.9918889519685177	0.5662820053451066	0.8861377508560464	0.7915268000234597
1138	DN756_06355		DUF3289 family protein	CDS	0.49760084721730863	0.5927013312032933	0.281796225261632	0.38800632534147533
1139	DN756_06365	thiD	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	CDS	52.65411991327767	56.71610877372857	49.0712414129949	53.0801613003948
1140	DN756_06370		hypothetical protein	CDS	192.8577497856883	217.328404214991	168.75786871676732	248.24485523568464
1141	DN756_06375		hypothetical protein	CDS	106.84914206296867	50.7489423384959	92.03809680540563	61.853227801865266
1142	DN756_06380		hypothetical protein	CDS	5.999079493794198	2.8801659533350032	4.6219278384979265	2.7859620156952203
1143	DN756_06385	yegS	lipid kinase YegS	CDS	46.39782723704017	40.68236450653333	41.651807058643165	42.07594241359527
1144	DN756_06390		U32 family peptidase	CDS	354.291765244822	342.31068171253696	370.0819189057474	416.25696581035567
1145	DN756_06395		DUF1508 domain-containing protein	CDS	40.333552816146536	37.250268257872	38.14609743991223	43.13523569065493
1146	DN756_06400	baeR	two-component system response regulator BaeR	CDS	55.592332398117804	50.198532081964736	55.96035496895894	53.99840445310857
1147	DN756_06405	baeS	two-component system sensor histidine kinase BaeS	CDS	19.614424869235304	18.880111210965836	18.803043067338802	18.687991336418133
1148	DN756_06410		MFS transporter	CDS	20.727097203833367	18.248949457454668	19.563961695174033	18.504151711742796
1149	DN756_06415	mdtC	multidrug transporter subunit MdtC	CDS	26.431886818987532	26.239847267424697	26.502681865746865	26.5336337656843
1150	DN756_06420		multidrug resistance protein MdtB	CDS	22.20981619901613	26.613638556841266	19.8146357643508	24.781712285702834
1151	DN756_06425		multidrug resistance protein MdtA	CDS	11.691212429511	6.84119702600901	7.95003331040074	7.16758488658737
1152	DN756_06430		ABC transporter ATP-binding protein	CDS	31.596450380153566	23.398971811791665	35.2870276963832	26.5268899242042
1153	DN756_06435		PLP-dependent aminotransferase family protein	CDS	12.253566525063045	10.529951976946164	8.412343670254593	10.000668031516819
1154	DN756_06440		4-aminobutyrate--2-oxoglutarate transaminase	CDS	2.897650465342973	2.82668473622239	3.3454019029107633	3.26640191531874
1155	DN756_06445		ABC transporter substrate-binding protein	CDS	7.58901373109606	6.89763914488302	7.857433995215794	7.266926585582364
1156	DN756_06450		ABC transporter permease	CDS	12.839274489382491	9.174412364102388	8.901154901857707	9.333367042405976
1157	DN756_06455		ABC transporter permease	CDS	7.683445597881703	7.537615951815084	7.4161672521447874	7.873316945513619
1158	DN756_06460		molecular chaperone	CDS	56.43287464547913	59.38078227429014	56.759840105442265	65.6517821041485
1159	DN756_06465	mgtE	magnesium transporter	CDS	219.66503274091534	189.28148605157003	259.815027239172	182.76354730389502
1160	DN756_06470		DUF2633 family protein	CDS	34.78644694016747	26.16680284132437	39.2476186672203	28.453640098192167
1161	DN756_06475	ppx	exopolyphosphatase	CDS	605.9654670670593	548.2605371129123	699.7760526300044	563.6771311695944
1162	DN756_06480	ppk1	polyphosphate kinase 1	CDS	696.3856221694441	603.0952970560293	791.8459018060413	614.4678479517493
1163	DN756_06485		ABC transporter permease subunit	CDS	49.61009861620703	56.55613193657191	59.79478267327347	53.070290950613604
1164	DN756_06490	pstA	phosphate ABC transporter permease PstA	CDS	45.47987736220517	44.697928563668995	47.00422564584136	42.113154962002305
1165	DN756_06495	pstB	phosphate ABC transporter ATP-binding protein	CDS	22.332114588472702	22.9207394071707	23.049613422312763	19.184229944825365
1166	DN756_06500		YkgJ family cysteine cluster protein	CDS	3.8561063776297666	2.284102328507927	2.48869533992247	2.0048289157879133
1167	DN756_06505	speG	spermidine N1-acetyltransferase	CDS	116.26724906442134	208.53344900968702	180.08879720154766	111.91799806529157
1168	DN756_06510		phosphoribosylglycinamide formyltransferase	CDS	89.5354337899351	133.35028740890533	95.69147436405457	164.16114254083502
1169	DN756_06515		phosphoribosylformylglycinamidine cyclo-ligase	CDS	358.02036612527303	482.49902432333465	384.099924505751	638.0508040207529
1170	DN756_06520		uracil phosphoribosyltransferase	CDS	73.85989980984426	65.03715324350763	71.50664465907293	85.09417942218994
1171	DN756_06525		uracil permease	CDS	124.62952235873666	120.46932991621867	101.89473627920647	134.4809456067047
1172	DN756_06530		DnaA regulatory inactivator Hda	CDS	254.37014118020633	221.237800603784	245.28447312465497	195.51069588159467
1173	DN756_06535	arsC	arsenate reductase (glutaredoxin)	CDS	135.174081267623	127.92456985948799	138.69430734220333	116.32380605548433
1174	DN756_06540		M48 family peptidase	CDS	548.57443617772	460.09525712120194	510.41341129918527	480.7260423207067
1175	DN756_06545		AI-2E family transporter	CDS	58.6002209391634	46.194960950994364	57.05000948195334	53.85337597404853
1176	DN756_06550		hypothetical protein	CDS	13.12409154737774	12.886222030435134	17.080255417706635	13.367483106354166
1177	DN756_06555		hypothetical protein	CDS	0.537963640854696	1.3459723501157874	1.7971426341485432	0.9585707278565089
1178	DN756_06560		thioredoxin-dependent thiol peroxidase	CDS	51.747649805172365	47.5574850339188	53.05896094134903	44.78821655613913
1179	DN756_06565		glycine cleavage system transcriptional repressor	CDS	145.057832736165	115.83442823103867	122.20856047262066	127.596708211066
1180	DN756_06570		4-hydroxy-tetrahydrodipicolinate synthase	CDS	386.226913390727	350.20281042785564	389.31667467329066	357.63689984988196
1181	DN756_06575	bamC	outer membrane protein assembly factor BamC	CDS	708.9131612472646	703.7978211648274	724.5084613383273	737.8140421001467
1182	DN756_06580		phosphoribosylaminoimidazolesuccinocarboxamide synthase	CDS	170.19632106170567	191.49498740691197	159.03013531953636	197.36412293818765
1183	DN756_06585		hypothetical protein	CDS	82.83206646324354	79.16341738830914	75.5676270498232	87.10358442816947
1184	DN756_06590		DUF441 domain-containing protein	CDS	30.01962398142267	34.70861962676006	30.396483872357265	34.04912849814634
1185	DN756_06595		tRNA(Met) cytidine acetyltransferase	CDS	104.34439289512876	128.26017917120598	101.92715125593809	115.58310175266566
