	Locustag	Gene	Description	 	1276_26C	1968_26C	1970_26C	983_26C	  	1276_37C	1968_37C	1970_37C	983_37C
953	DN756_05340	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase		773.8683362696587	769.099002656912	690.8139421906853	833.5398894111313		999.7748545413016	844.0273265734633	825.6830059105606	866.8626870064023
954	DN756_05345		bifunctional uridylyltransferase/uridylyl-removing protein		174.61541341977167	179.36059415399268	166.10457406604834	184.88845715312064		168.35800847501767	179.33208434335532	152.48719016730166	167.03132739777132
955	DN756_05350	map	type I methionyl aminopeptidase		164.02229014156535	162.91654634695735	165.61123010260465	169.46326370688732		188.86636395434635	202.776407198394	186.54616406195464	229.49836564037295
956	DN756_05355	rpsB	30S ribosomal protein S2		3717.847198019673	3757.31256760086	3698.621874112077	3241.6447982791437		1891.0425045760137	2128.513526367733	1664.3949082685233	2084.618910912593
957	DN756_05360		elongation factor Ts		2365.76142709323	2302.25122479437	2260.709021343677	2180.80265681238		937.5415183352072	1019.7273319929304	746.1448218958834	965.6632922642676
958	DN756_05365		UMP kinase		545.4395625132934	530.8986906266514	569.8991200717284	465.11768040081233		551.1136768932644	617.6684664890133	407.520879602572	581.9052941023723
959	DN756_05370		ribosome recycling factor		412.5385939183543	385.1974774447573	396.8488410617397	383.43053201594734		314.89982350496035	360.7689090641937	258.72147202968364	382.9604705721629
960	DN756_05375		hypothetical protein		18.969628465855	17.994297844443068	17.23681488262263	15.7522681230928		24.220716753092333	26.9375435139328	18.312356364768835	22.591695385294667
961	DN756_05380		1-deoxy-D-xylulose-5-phosphate reductoisomerase		266.954331881787	246.9648356408053	242.31939955414032	287.5216086160877		269.28914398091297	353.7986382946783	240.342726247781	324.5584679144807
962	DN756_05385		(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase		290.154764498224	266.78832525382404	263.4532195673804	291.10627761996994		298.7848868173427	320.6500907373633	260.674162855395	346.15205006593965
963	DN756_05390		phosphatidate cytidylyltransferase		256.43383760965503	253.50694163370133	244.69218835617863	249.46540560723332		339.8866569855327	357.63847070944803	322.2498465769607	369.0193941300397
964	DN756_05395		protease RseP		423.5534355168264	385.0919590607873	425.7365032043023	424.3196880084563		641.431214481425	770.808457076174	664.6033269134817	775.5515695894755
965	DN756_05400	bamA	outer membrane protein assembly factor BamA		1293.7607535428533	1362.9223471537834	1411.36946816238	1299.6489250041968		1483.8727306338633	1849.52762646484	1419.4974619569266	1861.9616838299764
966	DN756_05405		molecular chaperone Skp		1072.46546375218	988.15681267985	950.175278823077	1048.6493456188111		623.8544374759363	708.3163789709697	563.4054892948907	696.0293560596864
967	DN756_05410	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase		680.9466518906153	659.5913649958056	658.0734974487103	640.6101457335486		811.0957477650123	977.6254309506136	799.7887393227073	809.9394994629747
968	DN756_05415		beta-hydroxyacyl-ACP dehydratase		313.33314964118364	326.5409622950513	348.16628167098065	269.46871802766265		343.4844971252907	418.8325012815894	366.0089510381543	379.86356503486
969	DN756_05420		acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase		365.0974661626057	393.3608855489404	430.07394561124266	322.352482446324		361.1038217027727	522.3204759031323	399.847164213408	450.9537592739907
970	DN756_05425		lipid-A-disaccharide synthase		128.50759352950632	140.45852124735032	158.480698264314	101.42751042863269		151.85246254351134	228.981173979108	164.56450761321233	193.12709306929
971	DN756_05430		ribonuclease HII		73.76429872119063	76.72769396594799	82.69019460917377	60.41419084503463		97.39714828322715	115.55431490583533	82.03025524593288	88.768769509873
972	DN756_05435		DNA polymerase III subunit alpha		519.175697672305	517.3064328354017	550.9870248774613	488.031644639577		545.0778111504746	720.4043723929609	520.8119577231794	588.9570299389151
973	DN756_05440	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha		289.0872853780063	295.3987951983917	307.56339447577267	275.5285331326243		239.653755231821	320.997675750278	276.3277941910007	256.6832934313223
974	DN756_05445		VOC family protein		48.850079534478034	51.3956950944972	49.237913407748266	47.0436301268064		36.199288578028565	41.692641183768366	30.5772385112235	38.310650973724734
975	DN756_05450	tilS	tRNA lysidine(34) synthetase TilS		137.48656595462168	142.601391869148	141.40559787452	148.2800151290297		93.05846945714865	108.72789973064164	85.03781470855627	102.5448725666294
976	DN756_05455		cytochrome c		26.4995224503749	30.024646181517667	25.9664913297344	30.412254090810432		17.3786873922535	17.574641579046798	16.592996914398736	18.46391769852367
977	DN756_05460		Rho-binding antiterminator		102.49518363346196	83.52115662429047	66.72963302437986	107.55924862361968		70.5063105239703	56.61047369716059	53.372625845010965	63.98145935087249
978	DN756_05465		YaeP family protein		85.66595025442587	73.37613873311328	71.28363411473111	89.22129142571794		61.6014299759669	61.18975861788877	48.22391105147967	69.12779017349719
979	DN756_05470		YaeQ family protein		21.838815054561703	21.744855730909503	21.084215796401	22.275508960242963		20.42603870896773	20.309066408507533	21.045689076179062	18.890714160782668
980	DN756_05475		aminoacyl-tRNA hydrolase		11.41483393706235	11.02541204750372	9.664001838563385	11.53075106099008		19.8655362558437	8.913254011970727	11.2990763785755	9.617761146701886
981	DN756_05480	nlpE	copper homeostasis/adhesion lipoprotein NlpE		70.1588442904639	63.646870369822	56.33879477928693	74.4318002893432		69.95088679911207	60.88819335066697	70.36985409237464	57.259326852100834
982	DN756_05485	proS	proline--tRNA ligase		257.7045200541393	276.6846004341433	295.05743801694166	240.4749173803663		218.01208383269235	229.514725906978	229.96146934095268	257.4700455357417
983	DN756_05490	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO		50.63031035897517	52.39097530209213	51.1788033463482	49.22937002210077		55.8580284294735	51.39827074691497	59.31811303202917	52.91692195210442
984	DN756_05495	rcsF	Rcs stress response system protein RcsF		40.9018859252266	41.85992571376707	41.6000824798111	38.6273902525752		39.78459708478616	33.90297359389964	37.964614152324906	38.240009360432936
985	DN756_05500		methionine ABC transporter substrate-binding protein MetQ		115.47351196153632	104.74369259115532	104.364631049537	108.98726691602968		72.53349778311707	89.40971651088269	76.59602327823836	79.48251406956884
986	DN756_05505	metI	D-methionine ABC transporter permease MetI		20.70982111268667	17.9468585304808	22.054025165554062	19.55664806723864		14.448055663100568	18.37109676621113	15.095101748637267	16.18727713854233
987	DN756_05510	metN	D-methionine ABC transporter, ATP-binding protein		41.3339175368866	39.39042809709184	47.74136719376373	34.192283570068895		41.0448660783155	41.661442903871	41.32904971728857	41.15090579411254
988	DN756_05515		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase		105.62049798387768	108.16549237450153	94.62652440486085	110.01768301966968		100.94385426059492	102.38639346432642	112.39070330464864	96.71760597585516
989	DN756_05550	dkgB	2,5-didehydrogluconate reductase DkgB		33.340627225546	31.9122618195328	32.3100865736638	32.070018138276104		36.75982984854144	43.63723666861023	32.124789459619	37.1268701669238
990	DN756_05555		hypothetical protein		0.6745429189648583	0.6421826536497703	0.9979162232694302	0.6581633685720837		0.4713961089625343	0.8248980123177803	0.4258670363643936	0.7458132704779125
991	DN756_05560		hypothetical protein		3.6512334602864063	2.910657522393367	3.006161235850317	3.4400417363706333		2.30547170301003	3.418378608963067	2.0523641865610265	2.8158080695808665
992	DN756_05565		endonuclease/exonuclease/phosphatase family protein		188.002582172309	185.051096129424	150.91580135830333	194.01269738307332		249.85718683317964	181.73268287184464	199.72642626564436	155.97013612141498
993	DN756_05570		murein transglycosylase D		245.31912129069067	198.7984845706453	266.40986814141064	170.10697077989033		270.626371787399	601.8237892848564	367.951198371298	574.2256394760697
994	DN756_05575	gloB	hydroxyacylglutathione hydrolase		26.144594663770636	27.740336172508865	27.822141312972832	23.757513530320665		32.35945162829183	30.174644207399467	31.6358471980117	34.72431355613707
995	DN756_05580		class I SAM-dependent methyltransferase		48.78781789321104	51.57362065975986	45.09127845658954	54.8179594161036		54.4398764709093	53.57666708328457	57.39039535926543	54.28049709390717
996	DN756_05585		ribonuclease HI		51.56444545862367	46.8912428229581	43.8011928096334	48.72864660720117		55.707830534030336	42.63820311236643	46.136842924834205	51.22951124732728
997	DN756_05590		DNA polymerase III subunit epsilon		101.80175885923114	108.61516565587868	104.75609755681064	105.97065200996036		119.59988929669566	122.95589393208434	120.27833280962334	125.51724405935732
998	DN756_05600		NCS1 family nucleobase:cation symporter-1		6.887368607246977	7.879261463335477	7.0044006867963065	9.102856165764177		10.737278538975565	7.80208216175486	10.8877183781614	8.510808157351766
999	DN756_05605	puuE	allantoinase PuuE		144.43705127715432	130.31757783716	122.660576372593	152.86551497874902		172.90354617245302	142.379793505728	208.1135042794737	148.35143412607735
1000	DN756_05610	proX	proline/glycine betaine ABC transporter substrate-binding protein ProX		107.74828810215864	93.3184521886572	102.65947309976792	77.63782139546127		70.71447796212253	78.7865500599687	73.84250072025164	76.93227993068817
1001	DN756_05615	proW	proline/glycine betaine ABC transporter permease ProW		82.54893653481396	72.30623995490686	87.7353478838271	68.50637613614623		95.43386171042388	111.14480204247792	107.93881236530932	117.62964488671568
1002	DN756_05620	proV	proline/glycine betaine ABC transporter ATP-binding protein ProV		65.45678166230437	54.7042631974102	73.95896289598342	52.95595776347807		81.20788190788289	100.8885507450688	119.32102661587756	105.778477649366
1003	DN756_05625	nrdF	class 1b ribonucleoside-diphosphate reductase subunit beta		8.138046423161976	12.141403936587231	13.280055261512269	6.857416141648891		5.020591093794789	5.492915694177693	7.64915678383976	5.180563923615384
1004	DN756_05630	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha		18.52227104271473	20.804466847235933	19.688938163271303	14.670272242841166		14.863578512464434	9.670778873527508	17.963856867436935	10.7512274162019
1005	DN756_05635	nrdI	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI		1.80308941778978	1.9563874323017505	1.7650889337202298	0.9531751500697694		1.5536481403553832	0.5105532801434213	1.6124656690354902	0.8174441766125371
1006	DN756_05640		redoxin NrdH		2.418214821897853	2.1190482322753468	1.9370355939729835	1.39601729307138		1.86811290874228	0.9430956701495348	2.8597080189546795	0.9585707278565088
1007	DN756_05645		acid-shock protein		0.6653617477410111	0.7970152127158671	0.6268591280217454	0.8229081330906056		0.5418791998155527	0.3135776749659866	0.3216915301264337	0.507997890816455
1008	DN756_05655		DUF1198 domain-containing protein		5.829915205963864	3.3317193353082537	4.625517988186384	3.791115932843377		4.812757374207004	7.568992387060639	8.295676292714026	8.667047773438526
1009	DN756_05660		MbeD/MobD like protein		15.733592029888532	11.893942806036003	14.8416228041239	11.125285352933147		17.106244284883534	16.041616424898333	19.4660909291712	21.10121481252123
1010	DN756_05665		cold-shock protein CspB		20.30210377965884	17.222190225471433	33.45325867468597	12.6150790165469		25.894690778653366	95.95563183637836	37.7807134001595	46.37408532036964
1011	DN756_05670		ABC transporter substrate-binding protein		421.9448091143937	499.3992423958113	445.6565254405097	474.1472586145504		318.05360215653803	480.2023657530197	378.232881961575	403.3666066846884
1012	DN756_05675		ABC transporter permease		79.68529907682243	98.0940909022812	91.46839208637226	86.40332108412618		62.4117417781349	99.76253539582228	77.15811684963063	85.7715722944318
1013	DN756_05680		ABC transporter permease		47.616488292751	56.240352587798974	55.11535809291807	51.54428487348773		41.61025310455813	67.0326944032967	44.719174341902665	58.8673886618193
1014	DN756_05685		ATP-binding cassette domain-containing protein		61.09737188591663	70.80064125525564	68.1641529275946	66.42346662761943		51.75744770579284	75.35970412591111	54.555788143522165	68.99148607603597
1015	DN756_05690		ABC transporter ATP-binding protein		16.3298271257913	18.5528216535203	16.47634440441953	18.025991489002838		13.0526999124882	20.27046587420664	16.2953259564201	19.16924293216953
1016	DN756_05695		urease subunit gamma		152.80330224101934	205.87338987886767	199.9677905058727	184.53781458962237		127.25241266752832	347.27131656717864	208.24615869517967	166.8968338164133
1017	DN756_05700		urease subunit beta		274.8034362977607	351.2370472288563	360.7533394348443	312.779313945849		212.693095739693	638.988491412052	357.8357712146257	310.0193241306247
1018	DN756_05705		urease subunit alpha		1010.6149076695186	1275.5449046414033	1275.788736054153	1175.96856667611		914.1161568484608	3095.80079528694	1377.2392667039032	1426.39629757862
1019	DN756_05710	ureE	urease accessory protein UreE		258.67337955798735	321.3494860526013	319.053049733403	288.07293593416097		203.79203787985	631.1427109766199	320.1607272162963	294.10014966041234
1020	DN756_05715		urease accessory protein UreF		146.67160341967167	182.219850445003	183.184902542425	167.911553576351		119.80198829399332	349.8375960201504	184.25374220655235	170.255938597542
1021	DN756_05720	ureG	urease accessory protein UreG		83.40542351356554	102.578607517837	105.3271045784897	90.91834532486544		70.2332897866127	189.03390932335927	104.870819925061	91.90551959691372
1022	DN756_05725		urease accessory protein UreD		117.995891968809	140.59473560247102	142.454297174148	131.75132197094834		104.481036505985	328.721467777941	150.60958212386632	145.45713649322735
1023	DN756_05730	yut	urea transporter		77.69925989853776	93.9319326804872	87.6635769564283	90.6857008824043		89.4209099196169	232.99982548477365	119.480641282128	114.28569510050288
1024	DN756_05735		HoxN/HupN/NixA family nickel/cobalt transporter		20.39101257415763	21.4599913034827	22.69061911559637	22.728637378368106		26.247563113604237	65.80894954486315	36.76453286560294	36.668705480469
1025	DN756_05740	hdeB	acid-activated periplasmic chaperone HdeB		918.9792752663632	872.19249077717	820.6341968079865	1132.88748473978		530.9966216562867	1066.6733426699957	572.2034698408603	789.540129663671
1026	DN756_05750		voltage-gated potassium channel protein		102.59369595969676	111.14995285493666	93.5925120171856	118.390076576751		68.60205330357768	136.00342965950566	82.61864854011033	91.36162698180487
1027	DN756_05755		fluoride ion transporter CrcB		24.1946476008887	30.190795589975	27.014469690696032	30.054244820443		15.7765467928677	36.52555983495313	26.126668233203	20.4717470704258
1028	DN756_05760	crcB	fluoride efflux transporter CrcB		21.92153909720773	23.708112005034295	21.6740658502237	25.8742579586874		14.416872134929667	26.443745869056368	17.266837544418767	15.623093724055636
1029	DN756_05770		PTS sugar transporter subunit IIB		30.486694678066232	23.74201194390143	19.3820539169648	31.14771314905683		12.014717595104864	13.980957197710469	10.481443569656696	15.3750106964649
1030	DN756_05775		PTS N,N'-diacetylchitobiose transporter subunit IIC		130.43428027948534	105.61217689295512	90.80588373435396	147.19500526884866		79.04793944759797	86.41323783157748	64.33370712354166	82.9095636567772
1031	DN756_05780		PTS N,N'-diacetylchitobiose transporter subunit IIA		25.16230509113397	21.88637671053173	20.3251346649824	28.573713383683167		16.5262668923415	15.3042381809379	16.651852080216496	15.6951829999987
1032	DN756_05785	chbR	transcriptional regulator ChbR		47.66098211821858	46.31432786953366	41.70381592514846	54.98934781955379		33.264716832666835	34.5205032965956	33.23458970872223	34.38654912754824
1033	DN756_05790		chitooligosaccharide deacetylase		57.16302814142057	49.36266118221787	47.3009189638	65.2770820071281		50.80802854441728	54.34047005906053	54.778730053927326	44.23537607164874
1034	DN756_05795		hypothetical protein		1.026958597267865	0.8064498956204961	1.0127731454615403	0.5975330045104662		1.6275964728158063	0.915793377640862	0.921914335667692	1.4384834907953856
1035	DN756_05800		hypothetical protein		25.902464238625267	30.398566287117333	31.875979513696965	28.698395859503165		25.686846961958565	22.7988216004596	27.528222880542295	25.653550524147292
1036	DN756_05805		hypothetical protein		1.0239938365537815	1.2861757183747968	1.467627266262687	1.1666453023886738		2.069024783704012	1.5596132807051966	1.0737772514986204	2.2089383311433104
1037	DN756_05810	seqA	replication initiation negative regulator SeqA		251.94040022143767	269.966501939419	236.02892299075768	263.51568617256265		258.11959911933803	202.37222272964368	226.02308913749837	233.39751452043305
1038	DN756_05815		alpha-D-glucose phosphate-specific phosphoglucomutase		620.5080882406584	674.36143669317	636.1738924652853	639.5827503225579		672.949614195836	622.010357875905	760.3514603884	715.575694269496
1039	DN756_05820		hypothetical protein		0.8470940398591776	1.1363411437502906	0.9161077585670286	0.7686967913671173		1.33948894182499	0.7572300244868764	0.8498420295663633	1.2421416544591504
1040	DN756_05825		EamA family transporter		5.337937622242971	5.101420357038077	4.067296248243033	4.314751281353353		8.271118886381657	5.93491801983973	8.25391863531902	7.36524076068858
1041	DN756_05830	kdpE	two-component system response regulator KdpE		27.091636968229533	30.773080594266236	26.1392692727299	26.332530335229063		49.0993777580553	35.5030762894596	49.0009648682416	35.443328987021864
1042	DN756_05835	kdbD	two-component system sensor histidine kinase KdbD		30.5464796047121	33.81922726492676	32.7426182654988	35.86329492354897		48.66264988382597	45.597652555568864	39.35417098132756	44.73034840046936
1043	DN756_05840	kdpC	potassium-transporting ATPase subunit KdpC		8.549677967863877	9.44740524583779	8.66852997144404	8.672273224934521		14.1134051786006	12.251553150335234	11.584721128984038	12.589365730476167
1044	DN756_05845		potassium-transporting ATPase subunit B		17.058036780439867	17.2712155833281	18.690321776387734	19.32178564774893		26.1242072147446	29.5282686558342	23.540759503677663	24.94103639269504
1045	DN756_05850		potassium-transporting ATPase A chain		9.781281523955768	9.738577229109117	10.607177319629203	11.033779905675068		14.361900239297066	15.3255579685769	14.303002810832732	12.849112524119334
1046	DN756_05865		DUF2517 family protein		33.67311888695297	33.20707674260243	31.972485604075967	37.96499600807713		24.8741612526821	20.950277771814463	21.193283140978263	22.46120315697523
1047	DN756_05875		DUF1722 domain-containing protein		58.4424270197192	56.94175414068676	49.62653533879046	66.78171557815891		54.4854956784609	41.50815097875317	52.527607402105566	48.42732460810924
1048	DN756_05880		deoxyribodipyrimidine photo-lyase		190.66635260204063	185.9886967492507	158.90668662033667	227.27834471369465		185.86073494349895	195.93287758581	171.48295555077365	208.60112839810867
1049	DN756_05885		3',5'-cyclic-nucleotide phosphodiesterase		163.24485799741697	153.46652880330532	123.430073567229	189.55010947548365		184.93829176719464	200.72948423290936	169.3380586402093	215.796466059758
1050	DN756_05890		type 2 GTP cyclohydrolase I		115.849262091262	109.40944472200768	102.83394560986136	124.86921903803666		126.65346153015332	135.912600019147	131.69462108812968	153.98576417228298
1051	DN756_05895	pxpB	5-oxoprolinase subunit PxpB		128.58907651419466	148.69937372644668	143.907742142836	131.74071204453298		87.36272461475623	108.11270475677168	106.18609809942592	100.6357030361312
1052	DN756_05900		biotin-dependent carboxyltransferase family protein		115.56120811315766	135.96603214401168	134.59834182911368	118.087490921081		96.12208958501766	114.930563129524	113.09224004385132	100.95417365340045
1053	DN756_05905		LamB/YcsF family protein		69.67325880786291	76.50250208464605	89.00338655882872	63.04053492037757		58.33061080736517	58.893701406570834	56.21114602472314	54.07106666948167
1054	DN756_05910		DUF969 domain-containing protein		55.431215281343896	68.33564375145916	64.65779254939677	56.74468091645747		47.585981646621406	48.391315553658806	52.36596152779083	44.85171702980279
1055	DN756_05915		DUF979 domain-containing protein		74.02070679586222	97.76266423151284	90.06665527011484	75.4872530834114		70.23856992851567	70.44926431463163	82.02506510853253	71.10401064626636
1056	DN756_05920	pcp	pyroglutamyl-peptidase I		97.89238939504725	100.87820860521714	96.72327190569848	96.987528403574		67.69859727794615	67.2991234111849	73.30642240494039	64.38693557062562
1057	DN756_05925		uracil-DNA glycosylase		184.672936182828	217.36033416532769	216.84838271491333	175.73163797624932		159.321115722526	142.27723399844967	169.18008998074734	135.052522317322
1058	DN756_05930	grcA	autonomous glycyl radical cofactor GrcA		1251.17303577281	1411.89449145017	1248.9819560204298	1151.8896059682932		1750.6289935246566	935.3551498993836	1608.8783133011766	885.1609129755161
1059	DN756_05935		DUF2974 domain-containing protein		12.025149260503172	12.659384068207965	11.321263511308468	11.218537916398644		15.0956509168674	10.709674899410668	14.2517849376256	11.636795914848031
1060	DN756_05940		hypothetical protein		11.741260498027437	12.791185551438469	10.494615745565133	13.576275184804468		12.219989624828765	11.354966670985698	12.5194785418782	12.740922258449167
1061	DN756_05945	srmB	ATP-dependent RNA helicase SrmB		362.651360269805	409.572013267915	436.86487666573134	317.831917960237		390.6713961351943	522.1163194404606	425.6422075246224	506.3700510250207
1062	DN756_05950		tRNA1(Val) (adenine(37)-N6)-methyltransferase		56.06467657860544	50.91198770422153	45.84963401875731	62.12583885483363		54.36456989379704	48.41569962143897	46.53037814784457	51.56362581728007
1063	DN756_05955		L-aspartate oxidase		266.472051139502	281.096988848646	288.513667021207	257.91916882661536		421.5086517791163	386.0788384291653	409.6536381303743	400.066859984309
1064	DN756_05960	rpoE	RNA polymerase sigma factor RpoE		134.39701031612597	127.447011829391	109.44749751958894	141.3183513976467		590.2892086793913	336.23222876984966	405.8874775405397	415.0815655859663
1065	DN756_05965	rseA	anti-sigma-E factor RseA		370.574887554443	342.4987334183604	288.59890590349	392.3846593538333		2784.30558355378	1247.98746146184	1940.2623020789867	1596.6625462291531
1066	DN756_05970	rseB	sigma-E factor regulatory protein RseB		106.8478170754105	109.74066399522734	97.12679268851343	117.01601130235468		1090.88595381279	557.8026282238687	922.395497483839	723.5799788947103
1067	DN756_05975	rseC	SoxR-reducing system protein RseC		8.497927830940183	8.595326447330285	7.9757002189216335	8.18738885745103		101.22919500768752	48.514095300882296	96.40916614599593	69.34182343759487
1068	DN756_05980		hypothetical protein		1.0155293006215578	1.0490157682965702	0.918318726845732	0.5367452896868997		0.8159819038242054	0.5846051647063484	0.9292242044677664	0.5149002747467013
1069	DN756_05985		elongation factor 4		509.4859952554684	529.2373245434246	538.5707560956627	490.77215791331065		543.349000383042	595.648640696474	592.925155239922	662.4984685489463
1070	DN756_05990		signal peptidase I		311.98740827130297	353.3260512488007	370.5981022833907	286.9380776059947		273.38382250628297	347.2040445923183	255.05722660034863	346.8310357424784
1071	DN756_05995		ribonuclease III		244.399747061162	238.415328363508	242.37164725447465	217.92355303201532		348.0199225900763	372.900879284166	318.9858283663834	355.092536662177
1072	DN756_06000		GTPase Era		267.486838829877	281.16477964933193	294.3963171590733	259.38649113936134		366.96527735349	477.9477441430466	384.1432230985087	443.5842672032263
1073	DN756_06005	recO	DNA repair protein RecO		36.57805731194584	38.4433138943671	43.5726871232852	29.381838286493803		60.91806378828314	77.71934119399577	61.40488810663519	66.10045464951143
1074	DN756_06010		pyridoxine 5'-phosphate synthase		324.2621095402924	325.3374199153316	288.015992142785	335.8471254667747		263.5124307407463	213.1828959455977	270.9041166395797	205.7694471994077
1075	DN756_06015		holo-ACP synthase		77.90447795214673	77.36093907220312	71.06098218094469	81.80976799989004		54.51048053610623	47.08859270681936	66.11718044852951	42.48921870263077
1076	DN756_06020		YfhL family 4Fe-4S dicluster ferredoxin		70.34012963097842	66.5589549397095	67.19747365301284	76.653312982023		95.68654058623144	90.10108097963564	92.8061717913222	100.41529839845984
1077	DN756_06025		MurR/RpiR family transcriptional regulator		13.523340868947534	12.961399603882867	12.758249598200834	13.093800747152368		14.7438440006492	13.055656486408866	14.5267488488763	13.0957077387736
1078	DN756_06030	murQ	N-acetylmuramic acid 6-phosphate etherase		79.9652512128678	84.3265269642669	77.23024475543905	90.5724929413354		47.22343446065043	50.3274887945722	50.11606756019373	45.11594443247473
1079	DN756_06035	yfhb	phosphatidylglycerophosphatase C		102.74165466533168	107.84031919790232	98.52199690328628	108.06888003946231		66.19432495415056	74.2837176251159	73.76759690862497	69.10841611373627
1080	DN756_06040	tadA	tRNA adenosine(34) deaminase TadA		42.784456680252624	47.85986325193223	42.793020086382	50.88628333056147		29.81809627582257	35.0522271325527	30.487726853053363	34.5010879261773
1081	DN756_06045	mltF	membrane-bound lytic murein transglycosylase MltF		28.937824492301505	28.34185350808777	25.281083162211065	26.722842628592563		68.2402109136061	57.14150810717896	62.91106482297064	69.08973539313203
1082	DN756_06050		phosphoribosylformylglycinamidine synthase		866.7780639340934	982.2949694312344	1283.6247728369467	705.446520208059		599.7853541601538	919.4686065433516	554.824154732808	1173.5249810678731
1083	DN756_06070		sensor histidine kinase		75.92768533115184	57.388571130866296	60.684225150518735	80.48609245262912		81.41049088497634	72.12914460590945	69.62124666326987	96.26496090388326
1084	DN756_06075	qseG	two-component system QseEF-associated lipoprotein QseG		150.1224211560723	137.57343534319534	130.69200328239268	161.98508792559366		177.08091964727	176.70777044717298	169.80397962373365	199.98583717116236
1085	DN756_06080	glrR	two-component system response regulator GlrR		258.68929667115634	264.4191322981327	262.746638040306	261.807273176544		290.04331660395	332.44188232970504	274.36901749957536	337.86202665725267
1086	DN756_06085		NAD+ synthase		316.9964270788373	325.053179912607	325.457279276125	336.4149723945016		275.21125960125465	322.067321091603	269.99887495334866	335.0427310578357
1087	DN756_06090		nitrogen regulatory protein P-II		46.3550758921715	43.94617544497691	44.914517175392525	46.43022302537687		27.65556763432433	34.21980546313773	31.345437317226565	33.89844669239463
1088	DN756_06095		hypothetical protein		12.022865249954068	15.099679431393032	10.217207191827155	12.0696894194351		13.74154849749232	9.241377085190196	6.863193730736076	7.303548971211346
1089	DN756_06100		flavohemoprotein		70.55205636765992	67.82494679639774	69.47167229121668	69.64461907611754		35.16974019506167	36.12670131734884	35.5586253184151	38.496408112425264
1090	DN756_06105		serine hydroxymethyltransferase		944.558056889717	1060.31525327485	1123.8122932369834	987.6638701373308		855.4857710791013	1096.0202381328202	842.7700054712562	1113.7104503354533
1091	DN756_06110		hypothetical protein		2.332257317742757	3.033814888403843	3.830725707694383	2.138084940746497		2.056219868159203	2.995885056473073	2.953419408195593	3.86200323141882
1092	DN756_06115		attachment protein		2962.8743601562305	2273.381422517087	2154.6152643454934	3111.7035795996767		5824.157260438944	4757.2543337262905	3964.54763380142	6971.47517452477
1093	DN756_06120		3-phenylpropionate MFS transporter		71.4351990601657	75.30437472847063	72.48510203204997	70.54156267750817		62.56622802763567	48.61487610898027	74.99756192851063	41.43128526708147
1094	DN756_06125	csiE	stationary phase inducible protein CsiE		47.302497604450366	41.18258759957353	34.553274628193066	53.9390215318287		54.67030279703433	54.60557960667614	47.2330498182367	56.68790299527959
1095	DN756_06130		DUF1007 family protein		29.713072914200566	28.77341064550336	25.75433617329973	29.528329151418838		37.797804985854334	26.290847613004768	39.37207945088783	26.875890284867268
1096	DN756_06135		nickel/cobalt transporter		34.096855269103465	34.63811584584283	33.0035314180007	34.78085801309266		48.684344885213896	41.5410647048282	59.93760569917711	41.99450418377287
1097	DN756_06140		inositol-1-monophosphatase		122.33621548934268	90.57467985462664	136.19742319366267	77.83816818473444		122.22492822434732	319.7933497858633	112.71460471108917	236.30390902096565
1098	DN756_06145	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ		287.755077290658	293.20986510539166	288.11314440747566	280.946154420672		546.2086443611853	499.61749158030494	500.641067109281	478.0060789100873
1099	DN756_06150		Fe-S cluster assembly transcriptional regulator IscR		131.87973434616734	140.49590071765266	137.73624809173032	130.50301079987165		192.076490752645	189.16443944325235	192.19840480510467	189.53565237269768
1100	DN756_06155		IscS subfamily cysteine desulfurase		316.072783820906	363.5865425239056	349.0407088864524	316.648510535111		646.5764496557204	713.68316197895	699.8913365112027	647.721641091076
1101	DN756_06160	iscU	Fe-S cluster assembly scaffold IscU		195.5038162540413	204.2277429319207	205.6041561895817	200.10586968924036		279.44821913499703	322.81703990276065	279.29445997967434	309.52518281416434
1102	DN756_06165		iron-sulfur cluster assembly accessory protein		62.1807561046547	65.06584553466051	65.16610377910891	69.92977427721644		115.32928022023468	122.91264125239532	100.42403971590304	102.75569907398432
1103	DN756_06170		hypothetical protein		8.173301460900953	7.760847491432609	7.255430701205884	7.345695709631897		17.680363793013935	17.248039316902066	18.868188929974966	16.4190075711841
1104	DN756_06175		co-chaperone protein HscB		62.73973334054177	58.84873507165827	63.095095772703765	59.853820695032		126.21282746481069	116.54842437242966	119.09388114422434	113.28916898231031
1105	DN756_06180	hscA	Fe-S protein assembly chaperone HscA		235.98945255597565	265.20810548776166	271.5105017526316	223.846119960444		325.176104464311	414.03565461557537	339.32389951878434	405.27899831023234
